unified_id,canonical_name,brand_name,source_portal,source_count,shape,balance,level,year,inferred_year,year_inference_method,year_evidence,confidence,needs_web_verification,notes
racket-00159,Drop Shot Essence 1.0,drop-shot,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00160,Drop Shot Essence 2.0,drop-shot,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00161,Drop Shot Explorer 6.0,drop-shot,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00162,Drop Shot Explorer Pro 5.0,drop-shot,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00163,Drop Shot Ionic,drop-shot,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00164,Drop Shot Kibo 4.0,drop-shot,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00165,Drop Shot Legend 3.0,drop-shot,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00166,Drop Shot Legend 4.0,drop-shot,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00167,Drop Shot Power 2.0,drop-shot,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00168,Drop Shot Premium 2.0,drop-shot,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00169,Drop Shot Premium 3.0,drop-shot,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00170,Drop Shot Quantum,drop-shot,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00171,Drop Shot Spark,drop-shot,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00172,Drop Shot Stage Pro,drop-shot,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00173,Drop Shot Tiger 2.0,drop-shot,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00174,Drop Shot Tracker,drop-shot,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00175,Drop Shot X-Celerator 1.0,drop-shot,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00176,Drop Shot Yukon Pro 1.0,drop-shot,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00177,Drop Shot Yukon Pro 2.0,drop-shot,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00178,Dunlop Rapid Power 3.0,dunlop,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00179,GRANDCOW GC-35-L,grandcow,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00180,Head Graphene 360 Alpha Pro,head,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00181,Kombat Apache Ice 18K,kombat,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00182,Kombat Black 18K,kombat,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00183,Kombat Black Limited Edition,kombat,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00184,Kombat Delta Force 18K,kombat,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00185,Kombat GEO,kombat,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00186,Kombat Hunter 3K,kombat,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00187,Kombat IA-63 Pampa,kombat,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00188,Kombat Magnum,kombat,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00189,Kombat Navy Seal 18K,kombat,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00190,Kombat SAS Attack II,kombat,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00191,Kombat SAS Control II,kombat,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00192,Kombat SWAT Blue Carbon 18K,kombat,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00193,Kombat SWAT Limited Edition,kombat,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00194,Kombat Troya Ajax,kombat,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00195,Kombat Troya Aquiles,kombat,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00196,Kombat Troya Ulises,kombat,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00197,Kuikma PR190 Naranja,kuikma,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00198,Kuikma PR190 Verde,kuikma,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00199,Kuikma PR500 Amarilla,kuikma,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00200,Kuikma PR500 Naranja,kuikma,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00201,Kuikma PR510,kuikma,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00202,Kuikma PR530 Negro Azul,kuikma,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00203,Kuikma PR560 Azul Verde,kuikma,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00204,Kuikma PR560 Negra Naranja,kuikma,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00205,Kuikma PR590,kuikma,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00206,Kuikma PR990 Hybrid Hard,kuikma,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00207,Kuikma PR990 Hybrid Soft,kuikma,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00208,Kuikma PR990 Hybrid Soft Rosa,kuikma,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00209,Kuikma PR990 Power Hard,kuikma,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00210,Kuikma PR990 Power Soft,kuikma,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00211,Kuikma PR990 Precision Hard,kuikma,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00212,Kuikma PR990 Precision Soft,kuikma,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00213,Nox AT10 Luxury Genius Arena,nox,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00214,Nox AT10 Luxury Genius Hard,nox,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00215,Nox MM2 Pro by Manu Martin,nox,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00216,Ocho Padel Ampurias,ocho-padel,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00217,Ocho Padel Ibera,ocho-padel,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00218,Ocho Padel Joker Green 3K,ocho-padel,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00219,Ocho Padel Joker Roja 3K,ocho-padel,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00220,Ocho Padel Mayerit,ocho-padel,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00221,Ocho Padel Myrtea Excellence Blue Sea,ocho-padel,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00222,Ocho Padel Myrtea Excellence Earth Green,ocho-padel,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00223,Ocho Padel Myrtea Luxury,ocho-padel,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00224,Ocho Padel XCT,ocho-padel,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00225,Oxdog Ultimate Pro Plus Classics Series,oxdog,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00226,Royal Padel RP790 Whip,royal-padel,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00227,Siux Adrenaline Ibai Edition,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00228,Siux Alaris,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00229,Siux Astra 2.0 Attack,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00230,Siux Astra 2.0 Control,siux,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00231,Siux Astra 2.0 Hybrid,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00232,Siux Astra 3.0,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00233,Siux Bat Pro 3.0,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00234,Siux Black Carbon 3D Brillo Arenosa,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00235,Siux Black Carbon 3D Effect Brillo,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00236,Siux Black Carbon 3D Effect Mate,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00237,Siux Black Carbon Revolution 12K,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00238,Siux Black Carbon Revolution 2,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00239,Siux Black Carbon Revolution 3K,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00240,Siux Diablo Black,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00241,Siux Diablo Fucsia 3.0,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00242,Siux Diablo Grafeno Azul,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00243,Siux Diablo Granph,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00244,Siux Diablo Luxury 1K,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00245,Siux Diablo Mate,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00246,Siux Diablo Revolution 12K,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00247,Siux Diablo Revolution 24K,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00248,Siux Diablo Revolution 3K,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00249,Siux Diablo Revolution Fucsia,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00250,Siux Diablo Revolution Lite 3,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00251,Siux Diablo Revolution Sanyo Pro 3,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00252,Siux Electra ST1 Stupa,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00253,Siux Electra ST2 Hybrid,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00254,Siux Electra ST2 Stupa Pro,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00255,Siux Empire,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00256,Siux Fenix 12K,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00257,Siux Fenix Go 4,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00258,Siux Fenix II 3K,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00259,Siux Fenix Lite 4,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00260,Siux Fenix Pro 4,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00261,Siux Force Pro,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00262,Siux Fusion III,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00263,Siux Genesis Hybrid 12K,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00264,Siux Genesis Hybrid Black,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00265,Siux Genesis II Lucho Capra Pro,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00266,Siux Genesis Power 12K,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00267,Siux Inspire 4.0,siux,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00268,Siux Optimus Pro 4.0,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00269,Siux Optimus Pro 4.0 Woman,siux,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00270,Siux Pegasus 1K Limited Edition,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00271,Siux Pegasus Grafeno 1K,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00272,Siux Pegasus Grafeno 1K Lady,siux,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00273,Siux Pegasus Grafeno Silver,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00274,Siux Pegasus Luxury,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00275,Siux Pegasus Oro,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00276,Siux Pegasus Revolution 12K,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00277,Siux Pegasus Revolution Cube,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00278,Siux Platinum 24K,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00279,Siux Platinum Revolution,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00280,Siux Quantum 2,siux,padelful,1,Diamond,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00281,Siux Radical Pro IV,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00282,Siux Raven 18K Control,siux,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00283,Siux Raven 18K Hybrid,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00284,Siux Raven 3K Control,siux,padelful,1,Round,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
racket-00285,Siux Raven 3K Hybrid,siux,padelful,1,Tear,,,,not_inferable_from_name_without_web,,,True,Web lookup unavailable in this ChatGPT session; blank inferred_year requires external verification.
